,y,y_tnd,diff_y_tnd,y_gap,log(Y),diff_cpi,diff4_cpi,E_diff_cpi,rs,rrs_gap,rrs,cpi,obs_y,obs_diff_y,obs_rs,obs_cpi,shk_y_tnd,shk_y_gap,shk_diff_cpi,shk_rs,shk_E_diff_cpi,ant_shk_y_gap,ant_shk_diff_cpi,ant_shk_rs,Y,,,log(obs_Y),obs_y_gap,obs_y_gap4,obs_diff_cpi,obs_Y,
2017Q2,945.947073838335,951.78243828629,2.07430094108,-5.835364437005,9.459470738291,1.427507406405,1.616137836273,0.508906822099,0.582998791105,-0.007205423686,0.492794569961,552.289506917296,946.771157645587,0.502528190687,0.89,552.353476595198,0.574300944805,-2.117500956966,0.930450199272,1.72703115741,0.418702595912,0.0,0.0,0.0,12829.092703228443,,,,,,,,
2017Q3,945.770520622657,952.264735747373,2.339078178629,-6.49421512306,9.45770520624,1.808412092555,1.687106158795,0.804160518334,0.663892949167,-0.096078478439,0.403921522133,552.648199805742,946.771157645587,0.8240837978,1.036666667,552.725874473476,0.839078178629,-2.250546054972,1.209309044183,1.346334119109,0.544189091691,0.0,0.0,0.0,12806.462511917509,,,,,,,,
2017Q4,946.080888379596,952.975503066929,2.658550113439,-6.894614682172,9.460808884,2.57047677523,1.858860407079,1.5759020427,0.949516255378,-0.378684228316,0.121315779608,553.209843993797,946.771157645587,1.000636973565,1.206666667,553.263426290482,1.15855011344,-2.069617094966,1.661559051836,1.270656239358,0.747701573168,0.0,0.0,0.0,12846.27138980291,,,,,,,,
2018Q1,946.076231560421,953.719740776846,2.879116327036,-7.643509215699,9.460762315599,2.57726827295,2.074614230809,1.236824394231,1.301119570854,0.176825913188,0.676825911936,553.883606073682,946.771157645587,0.690266034538,1.56,553.937548939255,1.379116327036,-2.463590588676,1.361180398625,1.52530286584,0.612530733927,0.0,0.0,0.0,12845.67317341788,,,,,,,,
2018Q2,946.05171537519,947.713081242782,3.683728694916,-1.661365651103,9.460517153618,11.078191341764,4.666485039953,12.018868964498,1.571982162489,-8.717849476346,-8.217849932274,554.361327038597,946.771157645587,0.694922730252,1.84,554.417173071585,2.183728694916,0.130632182938,4.953415585603,-7.291532466877,2.229036934408,0.0,0.0,0.0,12842.524288747833,,,,,,,,
2018Q3,946.589539315394,948.506406136464,3.284895246725,-1.916866821061,9.465895393154,1.684190665867,4.788511382872,-0.537496379172,1.972339342326,0.219916852436,0.719916852434,554.767360560339,946.771157645587,0.719441714447,2.04,554.781458915484,1.784895246717,-0.657235840908,-3.977597868265,0.933673655458,-1.789918869051,0.0,0.0,0.0,12911.780532008646,,,,,,,,
2018Q4,946.229913311656,949.280062420833,3.000087320805,-3.050149117892,9.462299134688,2.143101695955,4.116251498633,1.720260979214,2.115033474744,0.247360635112,0.747360622036,555.289855186084,946.771157645587,0.181618172668,2.316666667,555.331869369016,1.500087291002,-1.579889106834,0.78352911051,0.755216204552,0.352588174997,0.0,0.0,0.0,12865.429826472135,,,,,,,,
2019Q1,946.1004033858,950.022881565868,3.172684116194,-3.922478180066,9.461004033858,2.584199644716,4.353310876037,1.950269704512,2.136785047817,0.096788456057,0.596788456023,555.936961306142,946.771157645587,0.541243242312,2.386666667,555.989029222033,1.672684116202,-1.638807814086,0.911717173314,0.519101086594,0.410273112704,0.0,0.0,0.0,12848.778582471256,,,,,,,,
2019Q2,945.885130455117,950.827343961823,3.300855636597,-4.942213302823,9.458851307087,1.799507774096,2.000342653217,0.838988042239,1.969922244332,0.888326393929,1.388326349814,556.369851402968,946.771157645587,0.670754345375,2.3,556.438629871368,1.800855636597,-1.900946674835,0.57198290588,1.332282184218,0.257392349111,0.0,0.0,0.0,12821.148423600178,,,,,,,,
2019Q3,946.32908943361,951.535308845037,3.543467767391,-5.206219411382,9.463290894338,3.14506655896,2.226909086589,2.55107574232,1.815310969031,-0.417222157203,0.082777842848,556.937698576206,946.771157645587,0.886029611703,1.98,556.972014758712,2.043467767391,-1.83719702651,1.818983138306,0.441022954503,0.818542616199,0.0,0.0,0.0,12878.19556988275,,,,,,,,
2019Q4,947.953269246734,952.433307214711,3.987008690834,-4.480038097171,9.479532692026,3.004155065202,2.442973170743,2.12177107255,2.017046317555,-0.264199537605,0.235800635762,557.653585715657,946.771157645587,0.442068330414,1.576666667,557.561824046275,2.487008690834,-0.707938700005,0.756723202117,0.42588353253,0.340525454994,0.0,0.0,0.0,13089.068458721618,,,,,,,,
2020Q1,955.637162633263,951.775842421216,5.605643105693,3.861320214749,9.556371626342,-1.831411248913,2.47427207638,-2.777026801849,4.412911755155,4.470315896831,4.970315891313,558.860004748744,946.771157645587,-1.182113714862,1.11,558.171778566546,4.105643106624,7.336842982475,-4.932495088885,1.742093839174,-2.219622668165,0.0,0.0,0.0,14134.467915107596,,,,,,,,
2020Q2,939.20988217425,951.291134997513,0.858630686998,-12.081252893458,9.392098822299,-4.673680836466,1.262927152479,-6.902925406681,-2.673515903088,3.65550389983,4.155504043552,557.528325834346,946.771157645587,-8.866003878922,0.143333333,558.115271244826,-0.641369313002,-15.020202253187,-0.16423362337,1.427610211486,-0.073905324464,0.0,0.0,0.0,11993.24462452459,,,,,,,,
2020Q3,945.812553747522,936.007391192734,5.728171139955,9.805162321597,9.458125534032,-9.058517938644,0.618258468474,-8.936894435177,-0.243781795456,4.551690416228,5.05169043915,558.875543768012,946.771157645587,7.56127540596,0.113333333,558.949955656054,4.228171110153,5.971030291131,-8.092049231896,3.201149769454,-3.641422222176,0.0,0.0,0.0,12811.846555482663,,,,,,,,
2020Q4,945.240145688943,937.024117167446,4.128874934977,8.216028520928,9.452401456894,1.990418069684,-1.211143542303,5.90234295488,-0.47702434629,-5.22677928579,-4.726779285539,559.390699320362,946.771157645587,0.958603954577,0.093333333,559.509544450118,2.628874934744,0.355265751835,3.672417939921,-3.248316577493,1.652588016512,0.0,0.0,0.0,12738.720048068042,,,,,,,,
2021Q1,945.078547044044,938.206314584859,4.078772522509,6.872232447664,9.450785470624,1.63373303234,-0.421886671972,2.873596697606,-0.580559118589,-4.67069606183,-4.170696116923,559.803109728122,946.771157645587,1.531011969607,0.05,559.934498954125,2.57877252996,0.352934191641,-1.592311840052,-2.735140881159,-0.716540339992,0.0,0.0,0.0,12718.15107543897,,,,,,,,
2021Q2,946.116609821594,939.912298522201,3.884944264777,6.204311301767,9.461166098238,4.953636921194,-0.059198453752,6.52347525883,-0.217176346776,-7.104133566544,-6.60413356787,561.507927305977,946.771157645587,1.692610096912,0.026666667,561.558736715215,2.384944265708,0.902659559747,0.303373320742,-4.823387758574,0.136518039665,0.0,0.0,0.0,12850.861080553765,,,,,,,,
2021Q3,945.089677160703,941.067040447651,3.161039635539,4.022636707301,9.450896771822,4.180427527144,3.366231831406,4.699151181351,-0.579746346527,-6.231254122187,-5.7312541135,562.76566871131,946.771157645587,0.654547646798,0.046666667,562.896194099851,1.661039635539,-0.974762838506,-1.005236741721,-4.163801530607,-0.452356569731,0.0,0.0,0.0,12719.566699659468,,,,,,,,
2021Q4,947.182339011489,941.368364381834,3.37845628662,5.813974629954,9.471823390108,5.912588162267,4.538069185086,6.841853850464,0.206515985201,-7.421207935572,-6.921207937512,564.5755482359,946.771157645587,1.681477614855,0.053333333,564.543629688034,1.878456286155,1.735824778686,-0.635265782817,-5.572011801281,-0.285870072992,0.0,0.0,0.0,12988.5488440206,,,,,,,,
2022Q1,946.915879352377,944.593568126982,2.380562782288,2.322311589295,9.469158793811,9.635535478118,5.338417941017,11.085125871469,0.360580589769,-9.714348833659,-9.214349202022,566.295707272756,946.771157645587,-0.411182382282,0.306666667,566.284473281248,0.880562901497,-0.804791880981,3.355992410866,-5.46969601118,1.510195844331,0.0,0.0,0.0,12953.985673760839,,,,,,,,
2022Q2,945.97320129913,945.128835571476,2.096063797453,0.844365727651,9.459732012991,6.435173787915,5.590398041992,5.642591949628,0.779389099071,-6.01618037723,-5.516180377231,567.877231454292,946.771157645587,-0.1447386686,1.076666667,567.939187189794,0.596063797451,-1.484365624367,-1.451034759598,-4.104813838083,-0.652977526676,0.0,0.0,0.0,12832.445058498233,,,,,,,,
2022Q3,946.110997697726,944.433646371742,2.014022827148,1.67734926543,9.461109952875,9.359290873409,7.142867627318,9.513393489961,2.417394602052,-7.137106538964,-6.637109350917,569.593881309351,946.771157645587,0.797962999219,2.663333333,569.645122224417,0.514022827148,-0.417396086118,1.019749492414,-6.069893828672,0.458887878802,0.0,0.0,0.0,12850.139584551194,,,,,,,,
2022Q4,946.771157645587,944.892945208961,1.823825613454,1.878212436627,9.467711576456,5.665081005833,7.909762786579,4.884819053266,4.04,-2.158272231156,-1.658272231158,571.000529501878,946.771157645587,0.660165801357,4.04,571.000529501879,0.323825613453,0.416349088002,-1.807673728651,-1.788003846309,-0.813453177894,0.0,0.0,0.0,12935.251999999951,,,,,,,,
